doc_id,url,cache,text version,nature,entity,entity_type,published,predicted_date,gold_label,given_acc,our_prediction_acc
2459/7b13f_PROCES1.pdf,https://www.comcomabc.fr/wp-content/uploads/2023/04/PROCES1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2459/7b13f_PROCES1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2459/7b13f_PROCES1.pdf.txt,pv.cr,CC Arnon Boischaut Cher,Intercommunalité,07/02/2023,23/03/2022,01/04/2023,,
679/864c8_ca.pdf,https://www.rosnysousbois.fr/wp-content/uploads/2023/02/ca.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/679/864c8_ca.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/679/864c8_ca.pdf.txt,acte.delib,Rosny-sous-Bois,Commune,17/02/2023,17/02/2023,17/02/2023,,
647/bb73f_CR_16_02_23.pdf,https://www.ville-cachan.fr/images/5-CACHAN_CITOYENNE/5-1Vie-municipale/Conseil-municipal/PV_CM/2023/CR_16_02_23.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/647/bb73f_CR_16_02_23.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/647/bb73f_CR_16_02_23.pdf.txt,pv.cr,Cachan,Commune,16/02/2023,16/02/2023,16/02/2023,,
669/9b3d1_7-Procs-verbal_20230220.pdf,https://www.puygouzon.fr/wp-content/uploads/2021/05/7-Procs-verbal_20230220.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/669/9b3d1_7-Procs-verbal_20230220.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/669/9b3d1_7-Procs-verbal_20230220.pdf.txt,pv.cr,Puygouzon,Commune,20/02/2023,20/02/2023,20/02/2023,,
1564/bbd68_DELIB_13-02-2023.pdf,http://www.labastide-st-pierre.fr/fileadmin/Collectivites/La_Bastide_Saint_Pierre/Les_fichiers_du_site/PDF/Conseil_Municipal/DELIB_13-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1564/bbd68_DELIB_13-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1564/bbd68_DELIB_13-02-2023.pdf.txt,acte.delib,Labastide-Saint-Pierre,Commune,13/02/2023,08/02/2023,08/02/2023,,
1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://www.ville-sevran.fr/sites/default/files/001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf.txt,pv.full,Sevran,Commune,14/02/2023,14/02/2023,14/02/2023,,
1058/fb940_2023.020.pdf,https://www.ermont.fr/fileadmin/www.ermont.fr/MEDIA/En_1_clic/Deliberations/Conseil_municipal_du_17_fevrier_2023/2023.020.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1058/fb940_2023.020.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1058/fb940_2023.020.pdf.txt,acte.arrete,Ermont,Commune,17/02/2023,17/02/2023,17/02/2023,,
6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr,https://arthun.fr/wp-content/uploads/sites/436/2018/08/1.-PV-CM-10-fevrier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr.txt,pv.cr,Arthun,Commune,10/02/2023,10/02/2023,10/02/2023,,
1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02,https://www.billere.fr/wp-content/uploads/2023/03/Annexes-CM-28-02-23-tampon-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02.txt,acte.delib,Billère,Commune,28/02/2023,10/03/2023,10/03/2023,,
1220/55539_pv30012023-signe.pdf,https://www.lachatre.fr/images/common/pdf/52/pv30012023-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1220/55539_pv30012023-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1220/55539_pv30012023-signe.pdf.txt,dlao.autres,La Châtre,Commune,30/01/2023,30/01/2023,30/01/2023,,
693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf,http://www.bagneux92.fr/images/1-Decouvrir/actes_admin_demat/budget/RAPPORT_BP_2023_COMMUNE.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf.txt,bdj,Bagneux,Commune,01/01/2023,01/07/None,,,
5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf,https://chennevieres.com/fileadmin/Democratie_locale/Fichiers-Democratie_locale/Reunion_CQ_Moulin_10_01_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf.txt,pv.cr,Chennevières-sur-Marne,Commune,10/01/2023,10/01/2023,10/01/2023,,
295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf,http://www.champignysurmarne.fr/sites/default/files/media/documents/liste_des_deliberations_cm_25.01.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf.txt,pv.cr,Champigny-sur-Marne,Commune,25/01/2023,25/01/2023,25/01/2023,,
3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://www.rhin-vignoble-grandballon.fr/wp-content/uploads/2023/01/TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf.txt,acte.delib,CC de la Région de Guebwiller,Intercommunalité,12/01/2023,2023/10/2001,12/01/2023,,
3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://www.rhin-vignoble-grandballon.fr/wp-content/uploads/2023/01/TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf.txt,acte.delib,CC de la Région de Guebwiller,Intercommunalité,12/01/2023,23/10/2001,12/01/2023,,
3166/f26df_cpcd.20230126.01-02_d.pdf,https://seinesaintdenis.fr/IMG/pdf/cpcd.20230126.01-02_d.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3166/f26df_cpcd.20230126.01-02_d.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3166/f26df_cpcd.20230126.01-02_d.pdf.txt,pv.cr,Seine-Saint-Denis,Conseil départemental,26/01/2023,16/02/2023,16/02/2023,,
2563/8edbb_BA.pdf,https://www.pays-chataigneraie.fr/medias/2023/08/BA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2563/8edbb_BA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2563/8edbb_BA.pdf.txt,acte.delib,CC du Pays de la Châtaigneraie,Intercommunalité,14/01/2023,14/01/2023,14/01/2023,,
833/dbf4f_PV-30-01-2023-vaml.pdf,https://grigny91.fr/wp-content/uploads/2023/07/PV-30-01-2023-vaml.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/833/dbf4f_PV-30-01-2023-vaml.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/833/dbf4f_PV-30-01-2023-vaml.pdf.txt,pv.full,Grigny,Commune,30/01/2023,12/12/2022,19/01/2023,,
931/66a48_1-PV-CM-19-janv-2023.pdf,http://decazeville.fr/files/1-PV-CM-19-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/931/66a48_1-PV-CM-19-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/931/66a48_1-PV-CM-19-janv-2023.pdf.txt,pv.cr,Decazeville,Commune,19/01/2023,19/01/2023,19/01/2023,,
600/31c77_CM_20230126_point9b.pdf,http://www.illkirch.eu/wp-content/uploads/conseil-municipal/CM_20230126/CM_20230126_point9b.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/600/31c77_CM_20230126_point9b.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/600/31c77_CM_20230126_point9b.pdf.txt,pv.cr,Illkirch-Graffenstaden,Commune,26/01/2023,16/12/2022,16/12/2022,,
2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://www.charlieubelmont.com/Data/downloads/Article/8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf.txt,pv.cr,CC Charlieu-Belmont,Intercommunalité,19/01/2023,19/01/2023,19/01/2022,,
6608/8e06f_Deliberations-du-23-janvier-2023.pdf,https://www.saintphilbertdebouaine.fr/wp-content/uploads/sites/11/2023/02/Deliberations-du-23-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6608/8e06f_Deliberations-du-23-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6608/8e06f_Deliberations-du-23-janvier-2023.pdf.txt,acte.delib,Saint-Philbert-de-Bouaine,Commune,23/01/2023,01/02/2023,01/02/2023,,
6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-,https://www.correze.gouv.fr/contenu/telechargement/27034/198809/file/recueil-19-2023-005-recueil-des-actes-administratifs.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-.txt,acte.arrete,Préfecture - Corrèze,Préfecture,13/01/2023,13/01/2023,13/01/2023,,
1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://sebazac-concoures.fr/wp-content/uploads/2023/03/2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf.txt,pv.cr,Sébazac-Concourès,Commune,23/03/2023,23/01/2023,23/01/2023,,
2212/df590_CCPF_RSanc_approuve.pdf,https://www.cc-paysdefayence.fr/wp-content/uploads/2023/03/CCPF_RSanc_approuve.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2212/df590_CCPF_RSanc_approuve.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2212/df590_CCPF_RSanc_approuve.pdf.txt,acte.arrete,CC du Pays de Fayence,Intercommunalité,01/03/2023,07/09/2009,01/03/2023,,
1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://www.pessac.fr/fileadmin/medias/Publications/conseils-municipaux-2023/proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf.txt,pv.full,Pessac,Commune,21/03/2023,21/03/2023,21/03/2023,,
1767/26b1d_cms_viewFile.php,http://www.annecy.fr/cms_viewFile.php?idtf=13779&path=CM-2023-03-27-PV.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1767/26b1d_cms_viewFile.php,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1767/26b1d_cms_viewFile.php.txt,pv.full,Annecy,Commune,27/03/2023,27/03/2023,27/03/2023,,
2983/5742b_PV-conseil-communautaire-13-03-2023.pdf,http://www.coeurdebrenne.fr/fileadmin/pdf/deliberations/2023/PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2983/5742b_PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2983/5742b_PV-conseil-communautaire-13-03-2023.pdf.txt,pv.cr,CC Coeur de Brenne,Intercommunalité,13/03/2023,13/03/2023,13/03/2023,,
1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign,https://www.cc-outreforet.fr/wp-content/uploads/2024/02/PV_20240221_signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign.txt,pv.cr,CC de l'Outre-Forêt,Intercommunalité,21/02/2024,21/02/2024,21/02/2024,,
2983/96034_PV-conseil-communautaire-13-03-2023.pdf,https://www.coeurdebrenne.fr/fileadmin/pdf/deliberations/2023/PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2983/96034_PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2983/96034_PV-conseil-communautaire-13-03-2023.pdf.txt,pv.cr,CC Coeur de Brenne,Intercommunalité,13/03/2023,13/03/2023,13/03/2023,,
3018/850b0_q3kp6xirfjcdv2.pdf,http://cdn2_3.reseaudesintercoms.fr/cities/39/documents/q3kp6xirfjcdv2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3018/850b0_q3kp6xirfjcdv2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3018/850b0_q3kp6xirfjcdv2.pdf.txt,pv.cr,CA Étampois Sud Essonne,Intercommunalité,27/03/2023,27/03/2023,27/03/2023,,
2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut,https://www.pevelecarembault.fr/sites/default/files/2023-03/bureau_communautaire_-_releve_de_decisions_du_6_mars_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut.txt,pv.cr,CC Pévèle-Carembault,Intercommunalité,06/03/2023,06/03/2023,06/03/2023,,
1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du,https://ville-figeac.fr/download/6599/2023/52975/proces-verbal-du-13-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du.txt,pv.full,Figeac,Commune,13/03/2023,13/03/2023,13/03/2023,,
4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf,https://www.ville-gallardon.fr/wp-content/uploads/2023/03/reglementPLU.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf.txt,dlao.autres,Gallardon,Commune,01/03/2023,30/03/2017,30/03/2017,,
3395/bfdd09c728391ba9f29bf516a68553dedcd243cd_ST2023DEC070.pdf,https://www.soisy-sous-montmorency.fr/wp-content/uploads/2023/03/ST2023DEC070.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3395/bfdd09c728391ba9f29bf516a68553dedcd243cd_ST2023DEC070.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3395/bfdd09c728391ba9f29bf516a68553dedcd243cd_ST2023DEC070.pdf.txt,acte.arrete,Soisy-sous-Montmorency,Commune,09/03/2023,09/03/2023,29/03/2023,,
1749/bc84b_PV-CM-2-fevrier-2023-VF-1.pdf,https://www.suresnes.fr/wp-content/uploads/2023/01/PV-CM-2-fevrier-2023-VF-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1749/bc84b_PV-CM-2-fevrier-2023-VF-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1749/bc84b_PV-CM-2-fevrier-2023-VF-1.pdf.txt,pv.full,Suresnes,Commune,02/02/2023,02/02/2023,02/02/2023,,
1557/07211_viewFile.php,https://www.nanterre.fr/include/viewFile.php?idtf=46477&path=cd%2F46477_394_Les-deliberation-du-conseil-municipal-du-13-fevrier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1557/07211_viewFile.php,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1557/07211_viewFile.php.txt,pv.cr,Nanterre,Commune,13/02/2023,13/02/2023,13/02/2023,,
3176/6300b_TOME_II.pdf,https://www.dordogne.fr/fileadmin/medias/Publications/2023/Budget_Primitif/TOME_II.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3176/6300b_TOME_II.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3176/6300b_TOME_II.pdf.txt,pv.cr,Préfecture - Dordogne,Préfecture,23/02/2023,23/02/2023,23/02/2023,,
2069/19672_2023-021-Ouverture-des-credits-dinvestissement-par-anticipation-avant-vote-du-budget-primitif-2023.pdf,http://www.ccplateaudelannemezan.fr/wp-content/uploads/2023/02/2023-021-Ouverture-des-credits-dinvestissement-par-anticipation-avant-vote-du-budget-primitif-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2069/19672_2023-021-Ouverture-des-credits-dinvestissement-par-anticipation-avant-vote-du-budget-primitif-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2069/19672_2023-021-Ouverture-des-credits-dinvestissement-par-anticipation-avant-vote-du-budget-primitif-2023.pdf.txt,acte.delib,CC du Plateau de Lannemezan,Intercommunalité,23/02/2023,23/02/2023,23/02/2023,,
833/e8ce5_DEL_2023_007_Suppression-ZAC-Tuileries-tampon.pdf,https://grigny91.fr/wp-content/uploads/2023/02/DEL_2023_007_Suppression-ZAC-Tuileries-tampon.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/833/e8ce5_DEL_2023_007_Suppression-ZAC-Tuileries-tampon.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/833/e8ce5_DEL_2023_007_Suppression-ZAC-Tuileries-tampon.pdf.txt,acte.delib,Grigny,Commune,09/02/2023,09/02/2023,09/02/2023,,
2983/5edce_PV-conseil-communautaire-6_-02-2023.pdf,https://www.coeurdebrenne.fr/fileadmin/pdf/deliberations/2023/PV-conseil-communautaire-6_-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2983/5edce_PV-conseil-communautaire-6_-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2983/5edce_PV-conseil-communautaire-6_-02-2023.pdf.txt,pv.cr,CC Coeur de Brenne,Intercommunalité,06/02/2023,06/02/2023,06/02/2023,,
1564/cd49c_PV_06_02_2023.pdf,http://www.labastide-st-pierre.fr/fileadmin/Collectivites/La_Bastide_Saint_Pierre/Les_fichiers_du_site/PDF/Conseil_Municipal/PV_06_02_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1564/cd49c_PV_06_02_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1564/cd49c_PV_06_02_2023.pdf.txt,pv.cr,Labastide-Saint-Pierre,Commune,06/02/2023,06/02/2023,06/02/2023,,
